Year,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb
2019,Derrius Guice,WAS,22,RB,5,1,9,7,0.778,79,11.3,1,2,55.6,45,8.8,1.4,15.8,0
2019,Marvin Hall,DET,26,WR,9,0,11,7,0.636,261,37.3,1,7,63.6,58,23.7,0.8,29,0
2019,J.P. Holtz,2TM,26,TE,15,7,8,7,0.875,91,13,0,4,75,30,11.4,0.5,6.1,0
2019,Bilal Powell,NYJ,31,RB,13,1,12,7,0.583,33,4.7,0,0,16.7,9,2.8,0.5,2.5,0
2019,Durham Smythe,MIA,24,TE,16,14,14,7,0.5,65,9.3,0,2,35.7,24,4.6,0.4,4.1,0
2019,Danny Vitale,GNB,26,RB,15,4,12,7,0.583,97,13.9,0,3,41.7,27,8.1,0.5,6.5,0
2019,Jordan Wilkins,IND,25,RB,14,1,11,7,0.636,43,6.1,0,1,36.4,11,3.9,0.5,3.1,0
2019,Kenjon Barner,ATL,30,RB,14,0,8,6,0.75,22,3.7,0,1,12.5,13,2.8,0.4,1.6,4
2019,Travis Benjamin,LAC,30,WR,5,2,16,6,0.375,30,5,0,3,18.8,13,1.9,1.2,6,0
2019,Braxton Berrios,NYJ,24,WR,16,0,13,6,0.462,115,19.2,0,3,30.8,69,8.8,0.4,7.2,1
2019,Reggie Bonnafon,CAR,23,RB,16,0,9,6,0.667,57,9.5,0,1,33.3,32,6.3,0.4,3.6,0
2019,Devontae Booker,DEN,27,RB,16,0,9,6,0.667,57,9.5,0,1,33.3,25,6.3,0.4,3.6,0
2019,Ben Braunecker,CHI,25,TE,11,3,11,6,0.545,59,9.8,1,5,45.5,18,5.4,0.5,5.4,0
2019,Trey Edmunds,PIT,25,RB,11,0,7,6,0.857,48,8,0,2,42.9,11,6.9,0.5,4.4,0
2019,Troy Fumagalli,DEN,24,TE,11,5,9,6,0.667,38,6.3,1,1,44.4,9,4.2,0.5,3.5,0
2019,Deonte Harty,NOR,22,WR,14,1,6,6,1,24,4,0,2,33.3,13,4,0.4,1.7,3
2019,Alec Ingold,OAK,23,FB,16,4,6,6,1,44,7.3,1,4,66.7,14,7.3,0.4,2.8,0
2019,Ryan Izzo,NWE,24,TE,6,4,9,6,0.667,114,19,1,4,55.6,41,12.7,1,19,0
2019,Richie James,SFO,24,WR,16,1,10,6,0.6,165,27.5,1,5,50,57,16.5,0.4,10.3,1
2019,D'Ernest Johnson,CLE,23,RB,16,0,7,6,0.857,71,11.8,0,1,28.6,27,10.1,0.4,4.4,0
2019,Tyler Kroft,BUF,27,TE,11,3,14,6,0.429,71,11.8,1,5,35.7,20,5.1,0.5,6.5,0
2019,Zach Line,NOR,29,RB,12,2,10,6,0.6,36,6,0,1,20,12,3.6,0.5,3,0
2019,Andre Patton,LAC,25,WR,13,5,17,6,0.353,56,9.3,0,4,35.3,15,3.3,0.5,4.3,0
2019,MyCole Pruitt,TEN,27,TE,16,10,8,6,0.75,90,15,1,4,75,42,11.3,0.4,5.6,0
2019,Riley Ridley,CHI,23,WR,5,0,7,6,0.857,69,11.5,0,4,71.4,32,9.9,1.2,13.8,0
2019,Diontae Spencer,DEN,27,WR,16,2,8,6,0.75,31,5.2,0,1,25,20,3.9,0.4,1.9,3
2019,Darren Sproles,PHI,36,RB,6,1,10,6,0.6,24,4,0,1,20,7,2.4,1,4,1
2019,Marcell Ateman,OAK,25,WR,11,0,10,5,0.5,116,23.2,0,4,50,36,11.6,0.5,10.5,1
2019,Stephen Carlson,CLE,23,TE,9,5,7,5,0.714,51,10.2,1,2,71.4,21,7.3,0.6,5.7,0
2019,Patrick DiMarco,BUF,30,FB,16,4,7,5,0.714,41,8.2,0,1,42.9,27,5.9,0.3,2.6,0
2019,Andy Janovich,DEN,26,RB,7,3,5,5,1,42,8.4,0,1,60,22,8.4,0.7,6,0
2019,David Njoku,CLE,23,TE,4,1,10,5,0.5,41,8.2,1,3,30,18,4.1,1.3,10.3,0
2019,Drew Sample,CIN,23,TE,9,2,6,5,0.833,30,6,0,1,33.3,21,5,0.6,3.3,0
2019,Devin Smith,DAL,27,WR,4,2,9,5,0.556,113,22.6,1,4,55.6,51,12.6,1.3,28.3,0
2019,Spencer Ware,KAN,28,RB,3,1,7,5,0.714,22,4.4,0,1,28.6,18,3.1,1.7,7.3,1
2019,Jonathan Williams,IND,25,RB,9,1,5,5,1,59,11.8,0,3,80,31,11.8,0.6,6.6,0
2019,Cedrick Wilson Jr.,DAL,24,WR,6,0,8,5,0.625,46,9.2,0,2,50,14,5.8,0.8,7.7,0
2019,Nick Bawden,DET,23,RB,10,2,6,4,0.667,17,4.3,0,1,33.3,10,2.8,0.4,1.7,0
2019,Khari Blasingame,TEN,23,RB,6,3,5,4,0.8,54,13.5,0,2,60,24,10.8,0.7,9,0
2019,Antonio Brown,NWE,31,WR,1,0,8,4,0.5,56,14,1,3,50,20,7,4,56,0
2019,Tra Carson,2TM,27,RB,3,1,4,4,1,18,4.5,0,0,25,8,4.5,1.3,6,0
2019,Michael Crabtree,ARI,32,WR,2,1,5,4,0.8,22,5.5,0,0,40,9,4.4,2,11,0
2019,Ryan Grant,OAK,29,WR,2,1,9,4,0.444,14,3.5,0,1,22.2,9,1.6,2,7,0
2019,Darrell Henderson,LAR,22,RB,13,0,6,4,0.667,37,9.3,0,1,66.7,14,6.2,0.3,2.8,0
2019,Rashard Higgins,CLE,25,WR,10,1,11,4,0.364,55,13.8,1,3,36.4,35,5,0.4,5.5,0
2019,KhaDarel Hodge,CLE,24,WR,16,1,10,4,0.4,76,19,0,3,40,41,7.6,0.3,4.8,0
2019,Tevin Jones,PIT,27,WR,5,0,10,4,0.4,61,15.3,0,1,40,28,6.1,0.8,12.2,0
2019,Jordan Matthews,2TM,27,WR,3,1,12,4,0.333,33,8.3,0,1,25,10,2.8,1.3,11,0
2019,Donte Moncrief,2TM,26,WR,8,2,15,4,0.267,18,4.5,0,1,6.7,11,1.2,0.5,2.3,0
2019,Johnny Mundt,LAR,25,TE,13,2,7,4,0.571,26,6.5,0,1,42.9,9,3.7,0.3,2,0
2019,JJ Nelson,OAK,27,WR,2,1,5,4,0.8,36,9,1,1,40,29,7.2,2,18,0
2019,Trent Sherfield,ARI,23,WR,16,1,13,4,0.308,80,20,0,4,30.8,38,6.2,0.3,5,0
2019,Lee Smith,BUF,32,WR,16,5,5,4,0.8,31,7.8,1,2,80,9,6.2,0.3,1.9,0
2019,Ross Travis,IND,26,LB,3,1,6,4,0.667,51,12.8,0,1,50,25,8.5,1.3,17,1
2019,Clive Walford,MIA,28,TE,7,3,8,4,0.5,57,14.3,0,4,50,19,7.1,0.6,8.1,0
2019,DeAndrew White,CAR,28,WR,10,0,9,4,0.444,51,12.8,0,3,33.3,18,5.7,0.4,5.1,0
2019,Mike Boone,MIN,24,RB,16,2,4,3,0.75,17,5.7,0,0,50,7,4.3,0.2,1.1,0
2019,Cody Core,NYG,25,WR,16,0,5,3,0.6,28,9.3,0,2,60,11,5.6,0.2,1.8,0
2019,Geremy Davis,LAC,27,WR,7,1,3,3,1,38,12.7,0,1,100,19,12.7,0.4,5.4,0
2019,Robert Foster,BUF,25,WR,13,2,18,3,0.167,64,21.3,0,3,16.7,24,3.6,0.2,4.9,0
2019,Devin Funchess,IND,25,WR,1,1,5,3,0.6,32,10.7,0,2,60,16,6.4,3,32,0
2019,Jon Hilliman,NYG,24,RB,3,1,4,3,0.75,1,0.3,0,0,25,5,0.3,1,0.3,2
2019,Johnny Holton,PIT,29,WR,16,3,15,3,0.2,21,7,0,1,6.7,18,1.4,0.2,1.3,0
2019,T.J. Jones,NYG,27,WR,3,0,4,3,0.75,38,12.7,1,2,75,28,9.5,1,12.7,3
2019,Lance Kendricks,LAC,31,TE,12,1,7,3,0.429,50,16.7,0,3,42.9,24,7.1,0.3,4.2,0
2019,Chris Lacy,DET,23,WR,7,2,10,3,0.3,60,20,0,2,30,48,6,0.4,8.6,0
2019,Marqise Lee,JAX,28,WR,6,1,4,3,0.75,18,6,0,2,50,8,4.5,0.5,3,0
2019,Chris Moore,BAL,26,WR,14,1,5,3,0.6,21,7,0,0,20,13,4.2,0.2,1.5,0
2019,Stanley Morgan Jr.,CIN,23,WR,11,0,10,3,0.3,18,6,0,0,20,9,1.8,0.3,1.6,0
2019,Josh Oliver,JAX,22,TE,4,1,6,3,0.5,15,5,0,0,50,6,2.5,0.8,3.8,0
2019,Devine Ozigbo,JAX,23,RB,10,0,5,3,0.6,23,7.7,0,1,60,12,4.6,0.3,2.3,0
2019,Andre Roberts,BUF,31,WR,13,0,7,3,0.429,20,6.7,0,1,42.9,7,2.9,0.2,1.5,1
2019,Russell Shepard,NYG,29,WR,3,0,8,3,0.375,25,8.3,0,1,25,12,3.1,1,8.3,0
2019,Benny Snell Jr.,PIT,21,RB,13,2,4,3,0.75,23,7.7,0,0,25,14,5.8,0.2,1.8,1
2019,Derek Watt,LAC,27,FB,16,2,5,3,0.6,32,10.7,0,1,40,21,6.4,0.2,2,0
2019,Bobo Wilson,TAM,24,WR,6,1,11,3,0.273,35,11.7,0,2,27.3,14,3.2,0.5,5.8,3
2019,Jeff Wilson,SFO,24,RB,10,0,5,3,0.6,34,11.3,1,1,40,25,6.8,0.3,3.4,0
2019,Deon Yelder,KAN,24,TE,9,1,4,3,0.75,50,16.7,0,2,50,24,12.5,0.3,5.6,0
2019,Olamide Zaccheaus,ATL,22,WR,10,0,5,3,0.6,115,38.3,1,2,60,93,23,0.3,11.5,0
2019,Alex Armah,CAR,25,FB,16,1,2,2,1,6,3,0,0,50,4,3,0.1,0.4,0
2019,Chad Beebe,MIN,25,WR,3,0,2,2,1,70,35,0,2,100,61,35,0.7,23.3,3
2019,Josh Bellamy,NYJ,30,WR,7,0,3,2,0.667,20,10,0,1,33.3,15,6.7,0.3,2.9,0
2019,Nick Bellore,SEA,30,LB,14,1,2,2,1,23,11.5,1,2,100,20,11.5,0.1,1.6,0
2019,C.J. Board,JAX,26,WR,4,0,4,2,0.5,31,15.5,0,1,50,23,7.8,0.5,7.8,0
2019,Fred Brown,DEN,26,WR,13,1,3,2,0.667,21,10.5,0,1,33.3,16,7,0.2,1.6,1
2019,Malcolm Brown,LAR,26,RB,14,1,6,2,0.333,16,8,0,0,16.7,10,2.7,0.1,1.1,0
2019,Pharaoh Brown,CLE,25,TE,9,6,3,2,0.667,27,13.5,0,1,66.7,18,9,0.2,3,0
2019,Deontay Burnett,PHI,22,WR,1,1,4,2,0.5,48,24,0,1,50,41,12,2,48,0
2019,Cethan Carter,CIN,24,TE,15,0,3,2,0.667,13,6.5,1,2,66.7,8,4.3,0.1,0.9,0
2019,Robert Davis,2TM,24,WR,6,3,5,2,0.4,17,8.5,0,2,40,11,3.4,0.3,2.8,0
2019,Ashton Dulin,IND,22,WR,13,0,2,2,1,17,8.5,0,0,50,13,8.5,0.2,1.3,0
2019,Tyler Ervin,2TM,26,RB,10,0,4,2,0.5,11,5.5,0,1,50,6,2.8,0.2,1.1,2
2019,Rico Gafford,OAK,23,DB,4,1,2,2,1,66,33,1,2,100,49,33,0.5,16.5,0
2019,Wes Hills,DET,24,RB,1,1,2,2,1,1,0.5,0,0,0,2,0.5,2,1,0
2019,Alexander Hollins,MIN,23,WR,5,1,4,2,0.5,46,23,0,2,50,35,11.5,0.4,9.2,0
2019,Cody Hollister,TEN,26,WR,5,0,2,2,1,13,6.5,0,0,50,11,6.5,0.4,2.6,0
2019,Tanner Hudson,TAM,25,TE,9,1,5,2,0.4,26,13,0,1,20,14,5.2,0.2,2.9,0
2019,Ishmael Hyman,TAM,24,WR,2,1,4,2,0.5,34,17,0,2,50,31,8.5,1,17,0
2019,Darius Jennings,TEN,27,WR,8,0,5,2,0.4,17,8.5,0,2,40,11,3.4,0.3,2.1,0
2019,T.J. Logan,TAM,25,FB,12,0,3,2,0.667,13,6.5,0,1,33.3,11,4.3,0.2,1.1,0
2019,Steven Mitchell,HOU,25,WR,3,1,6,2,0.333,37,18.5,0,2,33.3,21,6.2,0.7,12.3,0
2019,Jason Moore,LAC,24,WR,10,0,5,2,0.4,43,21.5,0,2,40,32,8.6,0.2,4.3,0
2019,Isaac Nauta,DET,22,TE,6,0,3,2,0.667,13,6.5,0,1,66.7,10,4.3,0.3,2.2,0
2019,Roosevelt Nix,PIT,27,RB,3,0,3,2,0.667,4,2,0,0,33.3,4,1.3,0.7,1.3,0
2019,Gunner Olszewski,NWE,23,WR,8,0,4,2,0.5,34,17,0,1,25,29,8.5,0.3,4.3,1
2019,Elijhaa Penny,NYG,26,RB,16,1,4,2,0.5,9,4.5,0,0,25,9,2.3,0.1,0.6,0
2019,Troymaine Pope,LAC,26,RB,14,0,3,2,0.667,14,7,1,1,33.3,13,4.7,0.1,1,1
2019,Eric Saubert,CHI,25,TE,2,0,3,2,0.667,21,10.5,0,1,33.3,11,7,1,10.5,0
2019,Da'Mari Scott,NYG,24,WR,5,2,3,2,0.667,22,11,0,2,66.7,11,7.3,0.4,4.4,0
2019,Anthony Sherman,KAN,31,RB,16,0,3,2,0.667,22,11,0,2,66.7,15,7.3,0.1,1.4,0
2019,Scott Simonson,NYG,27,TE,5,1,2,2,1,11,5.5,0,1,50,10,5.5,0.4,2.2,0
2019,Cam Sims,WAS,23,WR,7,1,3,2,0.667,27,13.5,0,1,66.7,15,9,0.3,3.9,0
2019,Mike Thomas,LAR,25,WR,16,0,5,2,0.4,14,7,0,1,20,9,2.8,0.1,0.9,0
2019,Levine Toilolo,SFO,28,TE,13,0,2,2,1,10,5,0,0,50,8,5,0.2,0.8,0
2019,Michael Walker,JAX,23,WR,7,0,3,2,0.667,15,7.5,0,1,0,9,5,0.3,2.1,2
2019,Trevon Wesco,NYJ,24,FB,16,1,3,2,0.667,47,23.5,0,2,66.7,32,15.7,0.1,2.9,0
2019,Zach Zenner,3TM,28,RB,5,0,3,2,0.667,19,9.5,0,2,66.7,13,6.3,0.4,3.8,0
2019,Jamal Agnew,DET,24,DB,13,0,2,1,0.5,-2,-2,0,0,0,-2,-1,0.1,-0.2,1
2019,Javorius Allen,NYG,28,RB,10,0,2,1,0.5,9,9,0,0,50,9,4.5,0.1,0.9,0
2019,Antony Auclair,TAM,26,TE,8,5,3,1,0.333,11,11,0,1,33.3,11,3.7,0.1,1.4,0
2019,David Blough,DET,24,QB,5,5,1,1,1,19,19,1,1,100,19,19,0.2,3.8,1
2019,Garrett Bradbury,MIN,24,C,16,16,1,1,1,-4,-4,0,0,0,-4,-4,0.1,-0.3,0
2019,Jacoby Brissett,IND,27,QB,15,15,1,1,1,2,2,0,0,0,2,2,0.1,0.1,7
2019,Ventell Bryant,DAL,23,WR,12,0,1,1,1,15,15,1,1,100,15,15,0.1,1.3,0
2019,Kevin Byard,TEN,26,FS,16,16,1,1,1,11,11,0,1,0,11,11,0.1,0.7,0
2019,Austin Carr,NOR,26,WR,6,3,4,1,0.25,9,9,0,1,25,9,2.3,0.2,1.5,0
2019,Sean Culkin,LAC,26,TE,4,2,2,1,0.5,12,12,0,1,50,12,6,0.3,3,0
2019,Andy Dalton,CIN,32,QB,13,13,1,1,1,-4,-4,0,0,0,-4,-4,0.1,-0.3,8
2019,Darrell Daniels,ARI,25,TE,11,0,3,1,0.333,4,4,0,1,33.3,4,1.3,0.1,0.4,0
2019,Cody Davis,JAX,30,DB,16,0,1,1,1,7,7,0,1,0,7,7,0.1,0.4,0
2019,Rashard Davis,TEN,24,WR,1,0,1,1,1,16,16,0,1,100,16,16,1,16,0
2019,Dion Dawkins,BUF,25,LT,16,16,1,1,1,1,1,1,1,100,1,1,0.1,0.1,0
2019,Michael Deiter,MIA,23,LG,16,15,1,1,1,0,0,0,0,0,0,0,0.1,0,0
2019,Jeff Driskel,DET,26,QB,3,3,1,1,1,6,6,0,0,100,6,6,0.3,2,1
2019,Quincy Enunwa,NYJ,27,WR,1,1,3,1,0.333,-4,-4,0,0,33.3,8,-1.3,1,-4,1
2019,Zach Gentry,PIT,23,TE,4,0,1,1,1,4,4,0,1,100,4,4,0.3,1,0
2019,Cyril Grayson,TAM,26,WR,2,0,1,1,1,3,3,0,0,0,3,3,0.5,1.5,0
2019,Xavier Grimble,PIT,27,TE,3,1,3,1,0.333,3,3,0,0,0,3,1,0.3,1,0
2019,Dwayne Harris,OAK,32,WR,3,0,1,1,1,7,7,0,0,0,7,7,0.3,2.3,0
2019,Chris Herndon,NYJ,23,TE,1,0,2,1,0.5,7,7,0,0,0,7,3.5,1,7,0
2019,Krishawn Hogan,NOR,24,WR,8,0,1,1,1,4,4,0,0,0,4,4,0.1,0.5,0
2019,Jakob Johnson,NWE,25,FB,4,3,2,1,0.5,5,5,0,0,50,5,2.5,0.3,1.3,0
2019,Charles Jones,JAX,23,TE,4,0,1,1,1,5,5,0,0,0,5,5,0.3,1.3,0
2019,Taiwan Jones,HOU,31,RB,11,0,1,1,1,9,9,0,0,100,9,9,0.1,0.8,0
2019,Dennis Kelly,TEN,29,T,15,4,1,1,1,1,1,1,1,100,1,1,0.1,0.1,0
2019,Ben Koyack,JAX,26,TE,11,6,3,1,0.333,9,9,0,0,0,9,3,0.1,0.8,0
2019,Chris Manhertz,CAR,27,TE,15,6,1,1,1,11,11,0,1,100,11,11,0.1,0.7,0
2019,Codey McElroy,TAM,27,TE,1,0,1,1,1,30,30,0,1,100,30,30,1,30,0
2019,Kaleb McGary,ATL,24,RT,16,16,1,1,1,-3,-3,0,0,0,-3,-3,0.1,-0.2,0
2019,Qadree Ollison,ATL,23,RB,8,0,2,1,0.5,7,7,0,1,50,7,3.5,0.1,0.9,1
2019,Ricky Ortiz,NOR,25,FB,1,0,1,1,1,8,8,0,0,100,8,8,1,8,0
2019,Paul Perkins,DET,25,RB,4,0,1,1,1,9,9,0,0,100,9,9,0.3,2.3,0
2019,Senorise Perry,BUF,28,RB,11,0,1,1,1,1,1,0,0,0,1,1,0.1,0.1,0
2019,David Quessenberry,TEN,29,T,4,0,1,1,1,1,1,1,1,100,1,1,0.3,0.3,0
2019,Elandon Roberts,NWE,25,LB,16,3,1,1,1,38,38,1,1,100,38,38,0.1,2.4,0
2019,Ty Sambrailo,ATL,27,T,13,0,1,1,1,35,35,1,1,100,35,35,0.1,2.7,0
2019,Jason Sanders,MIA,24,K,16,0,1,1,1,1,1,1,1,0,1,1,0.1,0.1,0
2019,Bo Scarbrough,DET,25,RB,6,5,4,1,0.25,5,5,0,0,25,5,1.3,0.2,0.8,1
2019,Dalton Schultz,DAL,23,TE,16,0,2,1,0.5,6,6,0,0,50,6,3,0.1,0.4,0
2019,Jaleel Scott,BAL,24,WR,3,0,3,1,0.333,6,6,0,0,33.3,6,2,0.3,2,0
2019,Nick Scott,LAR,24,DB,16,0,1,1,1,23,23,0,1,0,23,23,0.1,1.4,0
2019,Darrius Shepherd,GNB,24,WR,6,0,2,1,0.5,1,1,0,0,0,1,0.5,0.2,0.2,1
2019,Jeff Smith,NYJ,22,WR,1,0,2,1,0.5,12,12,0,1,50,12,6,1,12,0
2019,Keith Smith,ATL,27,FB,16,5,3,1,0.333,13,13,0,1,33.3,13,4.3,0.1,0.8,0
2019,Tyrone Swoopes,SEA,25,TE,5,2,1,1,1,5,5,0,0,100,5,5,0.2,1,0
2019,Wyatt Teller,CLE,25,RG,15,9,1,1,1,-5,-5,0,0,0,-5,-5,0.1,-0.3,0
2019,De'Anthony Thomas,2TM,26,RB,14,0,2,1,0.5,6,6,0,0,50,6,3,0.1,0.4,3
2019,Jordan Thomas,HOU,23,TE,5,2,3,1,0.333,8,8,0,0,33.3,8,2.7,0.2,1.6,0
2019,Eric Tomlinson,3TM,27,TE,8,3,1,1,1,1,1,0,0,0,1,1,0.1,0.1,0
2019,John Ursua,SEA,25,WR,3,0,1,1,1,11,11,0,1,100,11,11,0.3,3.7,0
2019,Vita Vea,TAM,24,NT,16,16,1,1,1,1,1,1,1,100,1,1,0.1,0.1,0
2019,Dwayne Washington,NOR,25,RB,16,0,1,1,1,6,6,0,0,100,6,6,0.1,0.4,0
2019,Deshaun Watson,HOU,24,QB,15,15,1,1,1,6,6,1,1,100,6,6,0.1,0.4,10
2019,Kerrith Whyte Jr,PIT,23,RB,6,0,1,1,1,9,9,0,1,100,9,9,0.2,1.5,0
2019,Christian Wilkins,MIA,24,RDE,16,14,1,1,1,1,1,1,1,100,1,1,0.1,0.1,1
2019,Jay Ajayi,PHI,26,RB,3,0,1,0,0,0,,0,0,0,0,0,0,0,0
2019,Michael Burton,WAS,27,RB,10,2,1,0,0,0,,0,0,0,0,0,0,0,
2019,Kirk Cousins,MIN,31,QB,15,15,1,0,0,0,,0,0,0,0,0,0,0,10
2019,Dane Cruikshank,TEN,24,DB,16,0,1,0,0,0,,0,0,0,0,0,0,0,
2019,Dalyn Dawkins,TEN,25,RB,2,0,1,0,0,0,,0,0,0,0,0,0,0,0
2019,George Fant,SEA,27,T,16,7,1,0,0,0,,0,0,0,0,0,0,0,
2019,Travis Fulgham,DET,24,WR,3,0,3,0,0,0,,0,0,0,0,0,0,0,
2019,Jalen Guyton,LAC,22,WR,3,0,2,0,0,0,,0,0,0,0,0,0,0,
2019,Justin Hardee,NOR,25,WR,16,0,1,0,0,0,,0,0,0,0,0,0,0,
2018,Michael Thomas,NOR,25,WR,16,16,147,125,0.85,1405,11.2,9,74,72.8,72,9.6,7.8,87.8,2
2018,Zach Ertz,PHI,28,TE,16,16,156,116,0.744,1163,10,8,66,57.1,34,7.5,7.3,72.7,1
2018,DeAndre Hopkins,HOU,26,WR,16,16,163,115,0.706,1572,13.7,11,81,61.3,49,9.6,7.2,98.3,2
2018,Julio Jones,ATL,29,WR,16,16,170,113,0.665,1677,14.8,8,80,59.4,58,9.9,7.1,104.8,2
2018,Adam Thielen,MIN,28,WR,16,16,153,113,0.739,1373,12.2,9,74,64.1,68,9,7.1,85.8,1
2018,Davante Adams,GNB,26,WR,15,15,169,111,0.657,1386,12.5,13,64,53.3,57,8.2,7.4,92.4,0
2018,JuJu Smith-Schuster,PIT,22,WR,16,13,166,111,0.669,1426,12.8,7,67,57.2,97,8.6,6.9,89.1,1
2018,Christian McCaffrey,CAR,22,RB,16,16,124,107,0.863,867,8.1,6,41,55.6,38,7,6.7,54.2,4
2018,Antonio Brown,PIT,30,WR,15,15,168,104,0.619,1297,12.5,15,63,48.8,78,7.7,6.9,86.5,0
2018,Travis Kelce,KAN,29,TE,16,16,150,103,0.687,1336,13,10,68,62.7,43,8.9,6.4,83.5,2
2018,Stefon Diggs,MIN,25,WR,15,14,149,102,0.685,1021,10,9,49,48.3,75,6.9,6.8,68.1,0
2018,Keenan Allen,LAC,26,WR,16,14,136,97,0.713,1196,12.3,6,62,63.2,54,8.8,6.1,74.8,3
2018,Saquon Barkley,NYG,21,RB,16,16,121,91,0.752,721,7.9,4,30,38,57,6,5.7,45.1,0
2018,George Kittle,SFO,25,TE,16,16,136,88,0.647,1377,15.6,5,60,56.6,85,10.1,5.5,86.1,0
2018,Tyreek Hill,KAN,24,WR,16,16,137,87,0.635,1479,17,12,60,55.5,75,10.8,5.4,92.4,0
2018,James White,NWE,26,RB,16,3,123,87,0.707,751,8.6,7,38,52.8,42,6.1,5.4,46.9,0
2018,Mike Evans,TAM,25,WR,16,16,138,86,0.623,1524,17.7,8,68,61.6,72,11,5.4,95.3,2
2018,Robert Woods,LAR,26,WR,16,16,130,86,0.662,1219,14.2,6,66,59.2,39,9.4,5.4,76.2,0
2018,Alvin Kamara,NOR,23,RB,15,13,105,81,0.771,709,8.8,4,31,52.4,42,6.8,5.4,47.3,1
2018,Jarvis Landry,CLE,26,WR,16,14,149,81,0.544,976,12,4,44,40.9,51,6.6,5.1,61,1
2018,Brandin Cooks,LAR,25,WR,16,16,117,80,0.684,1204,15.1,5,56,57.3,57,10.3,5,75.3,1
2018,Odell Beckham Jr.,NYG,26,WR,12,12,124,77,0.621,1052,13.7,6,50,50.8,51,8.5,6.4,87.7,2
2018,Ezekiel Elliott,DAL,23,RB,15,15,95,77,0.811,567,7.4,3,22,41.1,38,6,5.1,37.8,6
2018,Tyler Boyd,CIN,24,WR,14,14,108,76,0.704,1028,13.5,7,54,63,49,9.5,5.4,73.4,0
2018,T.Y. Hilton,IND,29,WR,14,14,120,76,0.633,1270,16.7,6,55,60,68,10.6,5.4,90.7,0
2018,Adam Humphries,TAM,25,WR,16,10,105,76,0.724,816,10.7,5,48,57.1,51,7.8,4.8,51,2
2018,Amari Cooper,2TM,24,WR,15,15,107,75,0.701,1005,13.4,7,53,62.6,90,9.4,5,67,2
2018,Julian Edelman,NWE,32,WR,12,12,108,74,0.685,850,11.5,6,41,57.4,36,7.9,6.2,70.8,1
2018,Golden Tate,2TM,30,WR,15,7,113,74,0.655,795,10.7,4,32,46.9,67,7,4.9,53,3
2018,Tarik Cohen,CHI,23,RB,16,7,91,71,0.78,725,10.2,5,29,56,70,8,4.4,45.3,7
2018,Austin Hooper,ATL,24,TE,16,7,88,71,0.807,660,9.3,4,30,59.1,36,7.5,4.4,41.3,0
2018,Emmanuel Sanders,DEN,31,WR,12,12,98,71,0.724,868,12.2,4,37,56.1,64,8.9,5.9,72.3,1
2018,Kenny Golladay,DET,25,WR,15,13,119,70,0.588,1063,15.2,5,55,53.8,60,8.9,4.7,70.9,1
2018,Larry Fitzgerald,ARI,35,WR,16,16,112,69,0.616,734,10.6,6,39,50.9,37,6.6,4.3,45.9,0
2018,Jared Cook,OAK,31,TE,16,14,101,68,0.673,896,13.2,6,46,57.4,45,8.9,4.3,56,0
2018,Jalen Richard,OAK,25,RB,16,1,81,68,0.84,607,8.9,0,23,53.1,32,7.5,4.3,37.9,3
2018,Taylor Gabriel,CHI,27,WR,16,11,93,67,0.72,688,10.3,2,31,53.8,54,7.4,4.2,43,1
2018,Eric Ebron,IND,25,TE,16,8,110,66,0.6,750,11.4,13,39,51.8,53,6.8,4.1,46.9,1
2018,Mohamed Sanu,ATL,29,WR,16,16,94,66,0.702,838,12.7,4,40,61.7,44,8.9,4.1,52.4,2
2018,Sterling Shepard,NYG,25,WR,16,16,107,66,0.617,872,13.2,4,47,51.4,58,8.1,4.1,54.5,1
2018,Dede Westbrook,JAX,25,WR,16,9,101,66,0.653,717,10.9,5,40,50.5,61,7.1,4.1,44.8,3
2018,Cole Beasley,DAL,29,WR,16,4,87,65,0.747,672,10.3,3,39,59.8,32,7.7,4.1,42,0
2018,Corey Davis,TEN,23,WR,16,16,112,65,0.58,891,13.7,4,47,50.9,51,8,4.1,55.7,1
2018,Alshon Jeffery,PHI,28,WR,13,13,92,65,0.707,843,13,6,48,60.9,52,9.2,5,64.8,1
2018,Nelson Agholor,PHI,25,WR,16,16,97,64,0.66,736,11.5,4,28,45.4,83,7.6,4,46,1
2018,Calvin Ridley,ATL,24,WR,16,5,92,64,0.696,821,12.8,10,39,51.1,75,8.9,4,51.3,2
2018,Kyle Rudolph,MIN,29,TE,16,16,82,64,0.78,634,9.9,4,32,61,44,7.7,4,39.6,0
2018,Nyheim Hines,IND,22,RB,16,4,81,63,0.778,425,6.7,2,29,46.9,28,5.2,3.9,26.6,1
2018,Jordy Nelson,OAK,33,WR,15,14,88,63,0.716,739,11.7,3,36,60.2,66,8.4,4.2,49.3,1
2018,Willie Snead,BAL,26,WR,16,10,95,62,0.653,651,10.5,1,37,50.5,28,6.9,3.9,40.7,0
2018,Theo Riddick,DET,27,RB,14,3,74,61,0.824,384,6.3,0,16,39.2,20,5.2,4.4,27.4,0
2018,Danny Amendola,MIA,33,WR,15,15,79,59,0.747,575,9.7,1,27,54.4,39,7.3,3.9,38.3,2
2018,Chris Godwin,TAM,22,WR,16,5,95,59,0.621,842,14.3,7,48,58.9,48,8.9,3.7,52.6,4
