Year,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb
2018,Todd Gurley,LAR,24,RB,14,14,81,59,0.728,580,9.8,4,26,53.1,56,7.2,4.2,41.4,1
2018,Dion Lewis,TEN,28,RB,16,7,67,59,0.881,400,6.8,1,13,41.8,37,6,3.7,25,1
2018,Demaryius Thomas,2TM,31,WR,15,15,89,59,0.663,677,11.5,5,36,49.4,45,7.6,3.9,45.1,0
2018,Tyler Lockett,SEA,26,WR,16,14,70,57,0.814,965,16.9,10,37,65.7,52,13.8,3.6,60.3,2
2018,Zay Jones,BUF,23,WR,16,15,102,56,0.549,652,11.6,7,33,42.2,57,6.4,3.5,40.8,1
2018,David Njoku,CLE,22,TE,16,14,88,56,0.636,639,11.4,4,27,45.5,66,7.3,3.5,39.9,0
2018,James Conner,PIT,23,RB,13,12,71,55,0.775,497,9,1,20,52.1,29,7,4.2,38.2,4
2018,Jimmy Graham,GNB,32,TE,16,12,89,55,0.618,636,11.6,2,32,47.2,54,7.1,3.4,39.8,0
2018,D.J. Moore,CAR,21,WR,16,10,82,55,0.671,788,14.3,2,33,53.7,82,9.6,3.4,49.3,4
2018,Allen Robinson,CHI,25,WR,13,12,94,55,0.585,754,13.7,4,36,52.1,43,8,4.2,58,1
2018,T.J. Yeldon,JAX,25,RB,14,5,78,55,0.705,487,8.9,4,20,46.2,37,6.2,3.9,34.8,1
2018,Trey Burton,CHI,27,TE,16,16,76,54,0.711,569,10.5,6,29,57.9,47,7.5,3.4,35.6,1
2018,Michael Crabtree,BAL,31,WR,16,16,100,54,0.54,607,11.2,3,35,47,27,6.1,3.4,37.9,0
2018,Jordan Reed,WAS,28,TE,13,8,84,54,0.643,558,10.3,2,26,50,34,6.6,4.2,42.9,1
2018,Kenyan Drake,MIA,24,RB,16,7,73,53,0.726,477,9,5,23,45.2,52,6.5,3.3,29.8,2
2018,Chester Rogers,IND,24,WR,16,10,72,53,0.736,485,9.2,2,28,54.2,34,6.7,3.3,30.3,1
2018,Doug Baldwin,SEA,30,WR,13,13,73,50,0.685,618,12.4,5,32,54.8,42,8.5,3.8,47.5,0
2018,Robbie Chosen,NYJ,25,WR,14,9,94,50,0.532,752,15,6,30,46.8,76,8,3.6,53.7,2
2018,Melvin Gordon,LAC,25,RB,12,12,66,50,0.758,490,9.8,4,21,48.5,66,7.4,4.2,40.8,1
2018,David Johnson,ARI,27,RB,16,16,76,50,0.658,446,8.9,3,22,34.2,40,5.9,3.1,27.9,3
2018,Vance McDonald,PIT,28,TE,15,14,72,50,0.694,610,12.2,4,33,55.6,75,8.5,3.3,40.7,2
2018,Donte Moncrief,JAX,25,WR,16,14,89,48,0.539,668,13.9,3,28,50.6,80,7.5,3,41.8,1
2018,Rob Gronkowski,NWE,29,TE,13,11,72,47,0.653,682,14.5,3,34,62.5,42,9.5,3.6,52.5,1
2018,Duke Johnson,CLE,25,RB,16,2,62,47,0.758,429,9.1,3,25,46.8,32,6.9,2.9,26.8,1
2018,A.J. Green,CIN,30,WR,9,9,77,46,0.597,694,15.1,6,37,57.1,38,9,5.1,77.1,2
2018,Evan Engram,NYG,24,TE,11,8,64,45,0.703,577,12.8,3,22,43.8,54,9,4.1,52.5,0
2018,Seth Roberts,OAK,27,WR,15,7,64,45,0.703,494,11,2,24,53.1,44,7.7,3,32.9,0
2018,Josh Doctson,WAS,26,WR,15,12,78,44,0.564,532,12.1,2,31,51.3,32,6.8,2.9,35.5,0
2018,Devin Funchess,CAR,24,WR,14,12,79,44,0.557,549,12.5,4,35,50.6,27,6.9,3.1,39.2,0
2018,Antonio Callaway,CLE,21,WR,16,11,79,43,0.544,586,13.6,5,27,44.3,71,7.4,2.7,36.6,1
2018,Christian Kirk,ARI,22,WR,12,7,68,43,0.632,590,13.7,3,21,44.1,75,8.7,3.6,49.2,0
2018,Joe Mixon,CIN,22,RB,14,13,55,43,0.782,296,6.9,1,14,50.9,21,5.4,3.1,21.1,0
2018,C.J. Uzomah,CIN,25,TE,16,15,64,43,0.672,439,10.2,3,21,57.8,29,6.9,2.7,27.4,0
2018,Mike Williams,LAC,24,WR,16,5,66,43,0.652,664,15.4,10,36,59.1,55,10.1,2.7,41.5,0
2018,Jarius Wright,CAR,29,WR,16,6,59,43,0.729,447,10.4,1,24,57.6,33,7.6,2.7,27.9,3
2018,Kendrick Bourne,SFO,23,WR,16,8,66,42,0.636,487,11.6,4,30,54.5,33,7.4,2.6,30.4,1
2018,John Brown,BAL,28,WR,16,15,97,42,0.433,715,17,5,28,38.1,71,7.4,2.6,44.7,0
2018,Courtland Sutton,DEN,23,WR,16,9,84,42,0.5,704,16.8,4,30,45.2,42,8.4,2.6,44,0
2018,Josh Gordon,2TM,27,WR,12,12,71,41,0.577,737,18,4,30,52.1,55,10.4,3.4,61.4,0
2018,DeSean Jackson,TAM,32,WR,12,10,74,41,0.554,774,18.9,4,31,51.4,75,10.5,3.4,64.5,0
2018,Chris Thompson,WAS,28,RB,10,0,55,41,0.745,268,6.5,1,12,40,23,4.9,4.1,26.8,1
2018,Tyrell Williams,LAC,26,WR,16,10,65,41,0.631,653,15.9,5,30,53.8,75,10,2.6,40.8,2
2018,Dalvin Cook,MIN,23,RB,11,10,49,40,0.816,305,7.6,2,15,51,27,6.2,3.6,27.7,2
2018,Cooper Kupp,LAR,25,WR,8,8,55,40,0.727,566,14.2,6,25,60,70,10.3,5,70.8,0
2018,Sammy Watkins,KAN,25,WR,10,9,55,40,0.727,519,13,3,24,65.5,50,9.4,4,51.9,1
2018,Austin Ekeler,LAC,23,RB,14,3,53,39,0.736,404,10.4,3,18,52.8,44,7.6,2.8,28.9,1
2018,Chris Herndon,NYJ,22,TE,16,12,56,39,0.696,502,12.9,4,25,60.7,32,9,2.4,31.4,2
2018,Rashard Higgins,CLE,24,WR,13,1,53,39,0.736,572,14.7,4,27,64.2,40,10.8,3,44,2
2018,Curtis Samuel,CAR,22,WR,13,8,65,39,0.6,494,12.7,5,24,49.2,53,7.6,3,38,1
2018,Devontae Booker,DEN,26,RB,16,0,51,38,0.745,275,7.2,0,9,51,30,5.4,2.4,17.2,1
2018,Randall Cobb,GNB,28,WR,9,6,61,38,0.623,383,10.1,2,18,45.9,75,6.3,4.2,42.6,2
2018,Keelan Cole,JAX,25,WR,16,11,70,38,0.543,491,12.9,1,25,52.9,35,7,2.4,30.7,2
2018,Quincy Enunwa,NYJ,26,WR,11,10,68,38,0.559,449,11.8,1,22,42.6,42,6.6,3.5,40.8,2
2018,Jacquizz Rodgers,TAM,28,RB,16,0,45,38,0.844,304,8,0,13,55.6,24,6.8,2.4,19,1
2018,Marquez Valdes-Scantling,GNB,24,WR,16,10,73,38,0.521,581,15.3,2,23,43.8,60,8,2.4,36.3,0
2018,Jermaine Kearse,NYJ,28,WR,14,9,76,37,0.487,371,10,1,20,39.5,29,4.9,2.6,26.5,0
2018,Kenny Stills,MIA,26,WR,15,15,64,37,0.578,553,14.9,6,27,53.1,75,8.6,2.5,36.9,1
2018,Taywan Taylor,TEN,23,WR,13,5,56,37,0.661,466,12.6,1,19,57.1,55,8.3,2.8,35.8,1
2018,Ryan Switzer,PIT,24,WR,16,1,44,36,0.818,253,7,1,15,50,24,5.8,2.3,15.8,2
2018,Ian Thomas,CAR,22,TE,16,6,49,36,0.735,333,9.3,2,20,53.1,31,6.8,2.3,20.8,0
2018,Javorius Allen,BAL,27,RB,14,0,43,35,0.814,196,5.6,2,11,44.2,17,4.6,2.5,14,1
2018,Giovani Bernard,CIN,27,RB,12,4,48,35,0.729,218,6.2,0,8,41.7,26,4.5,2.9,18.2,0
2018,Ryan Grant,IND,28,WR,14,10,52,35,0.673,334,9.5,1,18,57.7,23,6.4,2.5,23.9,0
2018,Chris Hogan,NWE,31,WR,16,7,55,35,0.636,532,15.2,3,22,56.4,63,9.7,2.2,33.3,0
2018,Marvin Jones,DET,28,WR,9,9,62,35,0.565,508,14.5,5,27,51.6,39,8.2,3.9,56.4,0
2018,Phillip Lindsay,DEN,24,RB,15,8,47,35,0.745,241,6.9,1,12,44.7,29,5.1,2.3,16.1,0
2018,Laquon Treadwell,MIN,23,WR,15,7,53,35,0.66,302,8.6,1,16,45.3,22,5.7,2.3,20.1,0
2018,Ben Watson,NOR,38,TE,16,4,46,35,0.761,400,11.4,2,21,63,32,8.7,2.2,25,0
2018,Mark Andrews,BAL,23,TE,16,3,50,34,0.68,552,16.2,3,28,64,74,11,2.1,34.5,0
2018,Mike Davis,SEA,25,RB,15,2,42,34,0.81,214,6.3,1,10,47.6,18,5.1,2.3,14.3,0
2018,O.J. Howard,TAM,24,TE,10,8,48,34,0.708,565,16.6,5,28,64.6,75,11.8,3.4,56.5,0
2018,LeSean McCoy,BUF,30,RB,14,13,46,34,0.739,238,7,0,10,37,24,5.2,2.4,17,0
2018,Ricky Seals-Jones,ARI,23,TE,15,5,69,34,0.493,343,10.1,1,14,39.1,40,5,2.3,22.9,0
2018,Gerald Everett,LAR,24,TE,16,0,50,33,0.66,320,9.7,3,16,48,40,6.4,2.1,20,0
2018,Michael Gallup,DAL,22,WR,16,8,68,33,0.485,507,15.4,2,21,41.2,49,7.5,2.1,31.7,0
2018,Dallas Goedert,PHI,23,TE,16,8,44,33,0.75,334,10.1,4,15,59.1,32,7.6,2.1,20.9,0
2018,Anthony Miller,CHI,24,WR,15,4,54,33,0.611,423,12.8,7,19,50,55,7.8,2.2,28.2,1
2018,Tevin Coleman,ATL,25,RB,16,14,44,32,0.727,276,8.6,5,15,52.3,39,6.3,2,17.3,2
2018,Chris Conley,KAN,26,WR,16,13,52,32,0.615,334,10.4,5,18,55.8,27,6.4,2,20.9,2
2018,Phillip Dorsett,NWE,25,WR,16,2,42,32,0.762,290,9.1,3,14,59.5,20,6.9,2,18.1,0
2018,Will Fuller,HOU,24,WR,7,7,45,32,0.711,503,15.7,4,22,60,73,11.2,4.6,71.9,0
2018,Kerryon Johnson,DET,21,RB,10,7,39,32,0.821,213,6.7,1,11,53.8,24,5.5,3.2,21.3,1
2018,Bruce Ellington,2TM,27,WR,7,3,42,31,0.738,224,7.2,1,14,40.5,23,5.3,4.4,32,1
2018,Jeff Heuerman,DEN,26,TE,11,10,48,31,0.646,281,9.1,2,14,54.2,36,5.9,2.8,25.5,0
2018,Cameron Brate,TAM,27,TE,16,2,49,30,0.612,289,9.6,6,18,49,21,5.9,1.9,18.1,1
2018,DaeSean Hamilton,DEN,23,WR,14,5,45,30,0.667,243,8.1,2,16,46.7,24,5.4,2.1,17.4,0
2018,Jesse James,PIT,24,TE,16,7,39,30,0.769,423,14.1,2,17,69.2,51,10.8,1.9,26.4,0
2018,Kyle Juszczyk,SFO,27,FB,16,14,41,30,0.732,324,10.8,1,15,51.2,56,7.9,1.9,20.3,2
2018,Jamison Crowder,WAS,25,WR,9,7,49,29,0.592,388,13.4,2,15,44.9,79,7.9,3.2,43.1,0
2018,Josh Reynolds,LAR,23,WR,16,8,53,29,0.547,402,13.9,5,23,47.2,33,7.6,1.8,25.1,0
2018,Nick Vannett,SEA,25,TE,15,9,43,29,0.674,269,9.3,3,17,58.1,32,6.3,1.9,17.9,1
2018,Keke Coutee,HOU,21,WR,6,2,41,28,0.683,287,10.3,1,13,48.8,40,7,4.7,47.8,0
2018,Antonio Gates,LAC,38,TE,16,1,45,28,0.622,333,11.9,2,19,53.3,27,7.4,1.8,20.8,1
2018,Maurice Harris,WAS,26,WR,12,7,47,28,0.596,304,10.9,0,12,40.4,42,6.5,2.3,25.3,1
2018,Dontrelle Inman,IND,29,WR,9,4,39,28,0.718,304,10.9,3,16,64.1,29,7.8,3.1,33.8,0
2018,Wendell Smallwood,PHI,24,RB,16,6,35,28,0.8,230,8.2,2,9,42.9,36,6.6,1.8,14.4,2
2018,Tre'Quan Smith,NOR,22,WR,15,7,44,28,0.636,427,15.3,5,23,61.4,62,9.7,1.9,28.5,0
2018,Matt Breida,SFO,23,RB,14,13,31,27,0.871,261,9.7,2,12,67.7,26,8.4,1.9,18.6,1
2018,Robert Foster,BUF,24,WR,13,3,44,27,0.614,541,20,3,20,52.3,75,12.3,2.1,41.6,0
2018,Blake Jarwin,DAL,24,TE,16,4,36,27,0.75,307,11.4,3,16,61.1,39,8.5,1.7,19.2,0
2018,Greg Olsen,CAR,33,TE,9,9,38,27,0.711,291,10.8,4,18,65.8,23,7.7,3,32.3,0
2018,Zach Pascal,IND,24,WR,16,4,46,27,0.587,268,9.9,2,15,47.8,28,5.8,1.7,16.8,0
2018,Dante Pettis,SFO,23,WR,12,7,45,27,0.6,467,17.3,5,19,44.4,75,10.4,2.3,38.9,2
2018,Ito Smith,ATL,23,RB,14,0,32,27,0.844,152,5.6,0,9,46.9,20,4.8,1.9,10.9,1
2018,Jamaal Williams,GNB,23,RB,16,8,41,27,0.659,210,7.8,0,11,48.8,26,5.1,1.7,13.1,0
2018,Jack Doyle,IND,28,TE,6,6,33,26,0.788,245,9.4,2,14,63.6,20,7.4,4.3,40.8,1
2018,Kareem Hunt,KAN,23,RB,11,11,35,26,0.743,378,14.5,7,16,62.9,67,10.8,2.4,34.4,0
2018,Aaron Jones,GNB,24,RB,12,8,35,26,0.743,206,7.9,1,12,51.4,24,5.9,2.2,17.2,1
2018,David Moore,SEA,23,WR,16,7,53,26,0.491,445,17.1,5,19,37.7,54,8.4,1.6,27.8,2
2018,Jaylen Samuels,PIT,22,RB,14,3,29,26,0.897,199,7.7,3,10,62.1,23,6.9,1.9,14.2,1
2018,Tajae Sharpe,TEN,24,WR,16,13,47,26,0.553,316,12.2,2,22,46.8,28,6.7,1.6,19.8,0
2018,Geoff Swaim,DAL,25,TE,9,9,32,26,0.813,242,9.3,1,11,46.9,43,7.6,2.9,26.9,0
2018,Trent Taylor,SFO,24,WR,14,0,41,26,0.634,215,8.3,1,11,41.5,23,5.2,1.9,15.4,1
2018,Albert Wilson,MIA,26,WR,7,3,35,26,0.743,391,15,4,11,45.7,75,11.2,3.7,55.9,0
2018,Kelvin Benjamin,2TM,27,WR,15,10,67,25,0.373,380,15.2,1,16,32.8,40,5.7,1.7,25.3,0
2018,Vernon Davis,WAS,34,TE,14,8,36,25,0.694,367,14.7,2,15,52.8,53,10.2,1.8,26.2,0
2018,Rhett Ellison,NYG,30,TE,14,12,34,25,0.735,272,10.9,1,13,58.8,29,8,1.8,19.4,0
2018,Lamar Miller,HOU,27,RB,14,14,35,25,0.714,163,6.5,1,8,34.3,16,4.7,1.8,11.6,1
2018,Ty Montgomery,2TM,25,WR,13,0,40,25,0.625,235,9.4,0,7,42.5,43,5.9,1.9,18.1,2
2018,Pierre Garcon,SFO,32,WR,8,8,46,24,0.522,286,11.9,1,14,45.7,25,6.2,3,35.8,0
2018,Ryan Griffin,HOU,28,TE,14,11,43,24,0.558,305,12.7,0,15,46.5,47,7.1,1.7,21.8,0
2018,Tyler Higbee,LAR,25,TE,16,16,34,24,0.706,292,12.2,2,16,64.7,36,8.6,1.5,18.3,1
2018,Matt LaCosse,DEN,26,TE,15,5,37,24,0.649,250,10.4,1,11,51.4,44,6.8,1.6,16.7,0
2018,James O'Shaughnessy,JAX,26,TE,14,9,38,24,0.632,214,8.9,0,10,44.7,17,5.6,1.7,15.3,0
2018,DeVante Parker,MIA,25,WR,11,7,47,24,0.511,309,12.9,1,14,36.2,46,6.6,2.2,28.1,0
2018,Nick Boyle,BAL,25,TE,16,13,37,23,0.622,213,9.3,0,10,51.4,25,5.8,1.4,13.3,0
2018,Marquise Goodwin,SFO,28,WR,11,8,43,23,0.535,395,17.2,4,19,53.5,67,9.2,2.1,35.9,1
2018,Tim Patrick,DEN,25,WR,16,4,41,23,0.561,315,13.7,1,15,43.9,26,7.7,1.4,19.7,2
2018,Damien Williams,KAN,26,RB,16,3,24,23,0.958,160,7,2,9,66.7,32,6.7,1.4,10,1
2018,DeAndre Carter,2TM,25,WR,14,4,25,22,0.88,216,9.8,0,10,52,50,8.6,1.6,15.4,5
2018,Corey Clement,PHI,24,RB,11,0,25,22,0.88,192,8.7,0,10,56,23,7.7,2,17.5,4
2018,Jason Croom,BUF,24,TE,15,3,35,22,0.629,259,11.8,1,10,48.6,26,7.4,1.5,17.3,2
2018,Leonard Fournette,JAX,23,RB,8,8,26,22,0.846,185,8.4,1,10,50,31,7.1,2.8,23.1,0
2018,Mike Gesicki,MIA,23,TE,16,7,32,22,0.688,202,9.2,0,9,46.9,27,6.3,1.4,12.6,1
2018,Latavius Murray,MIN,28,RB,16,6,26,22,0.846,141,6.4,0,7,42.3,16,5.4,1.4,8.8,0
2018,Demarcus Robinson,KAN,24,WR,16,5,33,22,0.667,288,13.1,4,12,54.5,89,8.7,1.4,18,0
2018,Charles Clay,BUF,29,TE,13,12,36,21,0.583,184,8.8,0,11,41.7,21,5.1,1.6,14.2,1
2018,Isaiah Crowell,NYJ,25,RB,13,6,28,21,0.75,152,7.2,0,7,46.4,21,5.4,1.6,11.7,0
2018,Jakeem Grant,MIA,26,WR,10,2,34,21,0.618,268,12.8,2,13,50,52,7.9,2.1,26.8,0
2018,Mark Ingram,NOR,29,RB,12,6,27,21,0.778,170,8.1,1,5,37,28,6.3,1.8,14.2,3
2018,Cordarrelle Patterson,NWE,27,WR,15,5,28,21,0.75,247,11.8,3,11,50,55,8.8,1.4,16.5,1
2018,John Ross,CIN,23,WR,13,10,58,21,0.362,210,10,7,13,25.9,39,3.6,1.6,16.2,0
2018,Equanimeous St. Brown,GNB,22,WR,12,7,36,21,0.583,328,15.6,0,13,47.2,54,9.1,1.8,27.3,0
2018,Levine Toilolo,DET,27,TE,16,10,24,21,0.875,263,12.5,1,15,75,39,11,1.3,16.4,0
2018,Geronimo Allison,GNB,24,WR,5,4,30,20,0.667,303,15.2,2,11,56.7,64,10.1,4,60.6,1
2018,Peyton Barber,TAM,24,RB,16,16,29,20,0.69,92,4.6,1,4,34.5,10,3.2,1.3,5.8,1
2018,Alfred Blue,HOU,27,RB,16,2,27,20,0.741,154,7.7,0,4,48.1,28,5.7,1.3,9.6,0
2018,Chris Carson,SEA,24,RB,14,14,24,20,0.833,163,8.2,0,7,50,27,6.8,1.4,11.6,3
2018,Nick Chubb,CLE,23,RB,16,9,29,20,0.69,149,7.5,2,5,41.4,24,5.1,1.3,9.3,0
2018,Chase Edmonds,ARI,22,RB,16,0,23,20,0.87,103,5.2,0,5,39.1,13,4.5,1.3,6.4,1
2018,Alex Erickson,CIN,26,WR,16,6,29,20,0.69,167,8.4,0,7,44.8,28,5.8,1.3,10.4,1
2018,Jordan Howard,CHI,24,RB,16,15,26,20,0.769,145,7.3,0,7,42.3,18,5.6,1.3,9.1,2
2018,Allen Hurns,DAL,27,WR,16,7,35,20,0.571,295,14.8,2,11,54.3,49,8.4,1.3,18.4,1
2018,Jordan Matthews,PHI,26,WR,14,3,28,20,0.714,300,15,2,14,57.1,56,10.7,1.4,21.4,0
2018,Adrian Peterson,WAS,33,RB,16,16,26,20,0.769,208,10.4,1,9,50,52,8,1.3,13,3
2018,Paul Richardson,WAS,26,WR,7,4,35,20,0.571,262,13.1,2,12,48.6,46,7.5,2.9,37.4,0
2018,Jonnu Smith,TEN,23,TE,13,12,30,20,0.667,258,12.9,3,10,56.7,61,8.6,1.5,19.8,1
2018,Jordan Thomas,HOU,22,TE,16,10,27,20,0.741,215,10.8,4,12,55.6,39,8,1.3,13.4,0
2018,Spencer Ware,KAN,27,RB,13,2,23,20,0.87,224,11.2,0,9,56.5,31,9.7,1.5,17.2,0
2018,Martavis Bryant,OAK,27,WR,8,2,27,19,0.704,266,14,0,10,59.3,47,9.9,2.4,33.3,1
2018,Anthony Firkser,TEN,23,FB,12,0,20,19,0.95,225,11.8,1,11,75,28,11.3,1.6,18.8,0
2018,Virgil Green,LAC,30,TE,16,16,27,19,0.704,210,11.1,1,10,59.3,26,7.8,1.2,13.1,0
2018,T.J. Jones,DET,26,WR,15,3,26,19,0.731,190,10,2,10,61.5,26,7.3,1.3,12.7,0
2018,Lance Kendricks,GNB,30,TE,16,3,25,19,0.76,170,8.9,1,9,64,22,6.8,1.2,10.6,0
2018,Elijah McGuire,NYJ,24,RB,8,3,31,19,0.613,193,10.2,1,10,51.6,20,6.2,2.4,24.1,2
2018,Chris Moore,BAL,25,WR,16,0,25,19,0.76,196,10.3,1,8,48,30,7.8,1.2,12.3,0
2018,Trent Sherfield,ARI,22,WR,13,2,28,19,0.679,210,11.1,1,11,57.1,21,7.5,1.5,16.2,0
2018,Doug Martin,OAK,29,RB,16,9,24,18,0.75,116,6.4,0,6,41.7,23,4.8,1.1,7.3,3
2018,Isaiah McKenzie,2TM,23,WR,8,1,30,18,0.6,179,9.9,0,10,46.7,23,6,2.3,22.4,2
2018,Jordan Akins,HOU,26,TE,16,6,25,17,0.68,225,13.2,0,11,52,28,9,1.1,14.1,0
2018,Trenton Cannon,NYJ,24,RB,16,0,25,17,0.68,144,8.5,0,4,40,35,5.8,1.1,9,0
2018,Ted Ginn Jr.,NOR,33,WR,5,3,30,17,0.567,209,12.3,2,10,50,42,7,3.4,41.8,1
2018,Marlon Mack,IND,22,RB,12,10,26,17,0.654,103,6.1,1,3,50,29,4,1.4,8.6,2
2018,Aldrick Robinson,MIN,30,WR,14,0,35,17,0.486,231,13.6,5,12,48.6,40,6.6,1.2,16.5,0
2018,Torrey Smith,CAR,29,WR,11,6,31,17,0.548,190,11.2,2,12,48.4,35,6.1,1.5,17.3,0
2018,Deonte Thompson,2TM,29,WR,13,6,30,17,0.567,161,9.5,0,10,50,15,5.4,1.3,12.4,0
2018,Chad Williams,ARI,24,WR,10,7,46,17,0.37,171,10.1,1,9,30.4,22,3.7,1.7,17.1,0
2018,Kapri Bibbs,2TM,25,RB,12,0,23,16,0.696,115,7.2,1,4,43.5,23,5,1.3,9.6,1
2018,Bennie Fowler,NYG,27,WR,10,5,27,16,0.593,199,12.4,1,11,44.4,26,7.4,1.6,19.9,1
2018,Josh Hill,NOR,28,TE,16,11,24,16,0.667,185,11.6,1,11,58.3,23,7.7,1,11.6,0
2018,Breshad Perriman,CLE,25,WR,10,2,25,16,0.64,340,21.3,2,13,56,66,13.6,1.6,34,0
2018,Terrelle Pryor,2TM,29,WR,8,1,30,16,0.533,252,15.8,2,11,50,44,8.4,2,31.5,0
2018,James Washington,PIT,22,WR,14,6,38,16,0.421,217,13.6,1,11,42.1,47,5.7,1.1,15.5,0
2018,Jordan Wilkins,IND,24,RB,16,3,17,16,0.941,85,5.3,0,2,64.7,17,5,1,5.3,2
2018,Maxx Williams,BAL,24,TE,13,6,17,16,0.941,143,8.9,1,7,58.8,25,8.4,1.2,11,0
2018,Marcell Ateman,OAK,24,WR,7,6,31,15,0.484,154,10.3,1,7,35.5,32,5,2.1,22,0
2018,Alex Collins,BAL,24,RB,10,10,21,15,0.714,105,7,1,6,52.4,24,5,1.5,10.5,3
2018,Tyler Eifert,CIN,28,TE,4,2,19,15,0.789,179,11.9,1,10,63.2,29,9.4,3.8,44.8,0
2018,Derrick Henry,TEN,24,RB,16,12,18,15,0.833,99,6.6,0,4,44.4,21,5.5,0.9,6.2,1
2018,Justin Jackson,LAC,22,RB,13,1,19,15,0.789,135,9,0,5,47.4,19,7.1,1.2,10.4,0
2018,Marshawn Lynch,OAK,32,RB,6,6,20,15,0.75,84,5.6,0,6,40,17,4.2,2.5,14,0
2018,Darren Sproles,PHI,35,RB,6,2,23,15,0.652,160,10.7,2,6,34.8,37,7,2.5,26.7,0
2018,Luke Stocker,TEN,30,TE,16,11,21,15,0.714,165,11,2,10,57.1,31,7.9,0.9,10.3,0
2018,Josh Bellamy,CHI,29,WR,16,2,25,14,0.56,117,8.4,1,8,48,20,4.7,0.9,7.3,0
2018,Jaron Brown,SEA,28,WR,16,2,19,14,0.737,166,11.9,5,9,63.2,45,8.7,0.9,10.4,0
2018,Rex Burkhead,NWE,28,RB,8,4,20,14,0.7,131,9.4,1,4,55,25,6.6,1.8,16.4,2
2018,DJ Chark,JAX,22,WR,11,0,32,14,0.438,174,12.4,0,6,40.6,38,5.4,1.3,15.8,1
2018,Royce Freeman,DEN,22,RB,14,8,20,14,0.7,72,5.1,0,2,45,9,3.6,1,5.1,1
2018,Wayne Gallman,NYG,24,RB,15,1,22,14,0.636,89,6.4,0,5,31.8,21,4,0.9,5.9,2
2018,Justin Hardy,ATL,27,WR,16,0,22,14,0.636,133,9.5,2,8,59.1,19,6,0.9,8.3,1
2018,Jordan Leggett,NYJ,23,TE,15,4,24,14,0.583,114,8.1,1,6,54.2,16,4.8,0.9,7.6,0
2018,Cody Core,CIN,24,WR,14,3,28,13,0.464,160,12.3,1,7,42.9,30,5.7,0.9,11.4,0
2018,Andre Holmes,2TM,30,WR,15,3,24,13,0.542,162,12.5,0,8,37.5,24,6.8,0.9,10.8,0
2018,Hayden Hurst,BAL,25,TE,12,0,23,13,0.565,163,12.5,1,8,39.1,32,7.1,1.1,13.6,0
2018,Chris Ivory,BUF,30,RB,13,1,21,13,0.619,205,15.8,0,7,47.6,55,9.8,1,15.8,1
2018,Keith Kirkwood,NOR,24,WR,8,1,21,13,0.619,209,16.1,2,10,57.1,42,10,1.6,26.1,0
2018,Damion Ratley,CLE,23,WR,13,3,20,13,0.65,144,11.1,0,5,55,27,7.2,1,11.1,0
2018,Luke Willson,DET,28,TE,14,8,19,13,0.684,87,6.7,0,5,52.6,13,4.6,0.9,6.2,0
2018,Dan Arnold,NOR,23,WR,10,1,19,12,0.632,150,12.5,1,9,57.9,25,7.9,1.2,15,1
2018,Travis Benjamin,LAC,29,WR,12,3,24,12,0.5,186,15.5,1,9,37.5,46,7.8,1,15.5,0
2018,James Develin,NWE,30,FB,16,8,17,12,0.706,61,5.1,0,3,35.3,11,3.6,0.8,3.8,0
2018,Ed Dickson,SEA,31,TE,10,1,13,12,0.923,143,11.9,3,6,76.9,42,11,1.2,14.3,0
2018,Frank Gore,MIA,35,RB,14,14,16,12,0.75,124,10.3,1,8,68.8,24,7.8,0.9,8.9,1
2018,Demetrius Harris,KAN,27,TE,15,3,25,12,0.48,164,13.7,3,9,40,35,6.6,0.8,10.9,0
2018,Brandon LaFell,OAK,32,WR,6,5,16,12,0.75,135,11.3,2,9,56.3,24,8.4,2,22.5,0
2018,Eli Rogers,PIT,26,WR,3,3,14,12,0.857,79,6.6,0,5,64.3,17,5.6,4,26.3,1
2018,Dalton Schultz,DAL,22,TE,11,7,17,12,0.706,116,9.7,0,6,64.7,17,6.8,1.1,10.5,0
2018,Logan Thomas,BUF,27,TE,12,3,17,12,0.706,77,6.4,0,3,41.2,24,4.5,1,6.4,0
2018,Jeff Wilson,SFO,23,RB,6,2,15,12,0.8,98,8.2,0,5,53.3,24,6.5,2,16.3,3
2018,Darren Fells,CLE,32,TE,16,11,12,11,0.917,117,10.6,3,6,83.3,49,9.8,0.7,7.3,0
2018,C.J. Ham,MIN,25,RB,15,2,15,11,0.733,85,7.7,0,4,53.3,17,5.7,0.7,5.7,0
2018,Darius Jennings,TEN,26,WR,16,0,15,11,0.733,101,9.2,0,2,60,36,6.7,0.7,6.3,0
2018,Andy Jones,DET,24,WR,8,3,24,11,0.458,80,7.3,1,6,45.8,15,3.3,1.4,10,0
2018,Cody Latimer,NYG,26,WR,6,2,16,11,0.688,190,17.3,1,6,50,39,11.9,1.8,31.7,0
2018,Brandon Marshall,SEA,34,WR,7,2,23,11,0.478,136,12.4,1,7,34.8,27,5.9,1.6,19.4,0
2018,Marcus Murphy,BUF,27,RB,11,1,19,11,0.579,26,2.4,0,2,21.1,8,1.4,1,2.4,1
2018,Bilal Powell,NYJ,30,RB,7,7,18,11,0.611,110,10,1,3,33.3,28,6.1,1.6,15.7,2
